Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDG46,1640.0,OUT018
DRC01,-1024.0,OUT010
FDB15,5616.0,OUT027
NCA17,3848.0,OUT027
FDF10,2368.0,OUT046
FDR26,4328.0,OUT027
FDI02,1944.0,OUT049
NCM54,104.0,OUT010
FDF14,2480.0,OUT013
FDJ33,72.0,OUT010
FDM20,4016.0,OUT035
FDC03,4640.0,OUT027
NCX05,1768.0,OUT046
NCM41,2936.0,OUT027
NCU29,416.0,OUT010
FDQ59,1512.0,OUT017
FDH46,-208.0,OUT010
FDH09,912.0,OUT013
NCD06,648.0,OUT045
FDC15,2576.0,OUT035
DRD37,2248.0,OUT027
FDT28,3856.0,OUT027
FDR28,4160.0,OUT027
FDT38,1488.0,OUT017
FDV34,2784.0,OUT027
FDY52,1168.0,OUT035
FDB34,1464.0,OUT013
DRL23,1472.0,OUT018
DRB24,2424.0,OUT046
FDJ50,864.0,OUT046
FDQ49,2656.0,OUT035
FDP20,2136.0,OUT035
FDV19,4080.0,OUT027
NCR54,2992.0,OUT045
FDO09,2248.0,OUT010
FDS57,2048.0,OUT018
FDN10,1992.0,OUT049
FDV23,2088.0,OUT049
FDY28,3528.0,OUT049
DRG51,2648.0,OUT013
FDD45,-408.0,OUT019
NCL18,4472.0,OUT027
NCM29,2112.0,OUT013
FDF17,4592.0,OUT027
FDE22,2656.0,OUT017
FDQ22,736.0,OUT017
FDS01,2928.0,OUT013
FDW35,2208.0,OUT027
FDJ33,2000.0,OUT046
NCF54,2816.0,OUT035
FDE09,1840.0,OUT013
NCE06,2424.0,OUT045
DRH49,1416.0,OUT049
FDY43,2624.0,OUT045
NCT05,4072.0,OUT017
FDZ34,2960.0,OUT045
FDL38,1568.0,OUT017
FDZ31,3160.0,OUT017
FDR14,1016.0,OUT035
NCN54,1344.0,OUT049
NCC42,3672.0,OUT027
FDK08,1736.0,OUT017
FDP59,1824.0,OUT013
FDV22,2696.0,OUT035
FDD33,3832.0,OUT035
DRE60,5032.0,OUT027
FDK52,3560.0,OUT046
FDA02,2480.0,OUT017
FDM56,1848.0,OUT049
FDE57,2392.0,OUT035
FDM32,1384.0,OUT045
NCQ30,3384.0,OUT027
FDQ27,3232.0,OUT027
FDT60,3472.0,OUT027
FDU43,3960.0,OUT049
NCO55,1784.0,OUT035
FDG02,2960.0,OUT045
FDJ28,3104.0,OUT013
FDP40,1776.0,OUT045
FDJ38,3008.0,OUT045
NCC54,3848.0,OUT017
NCZ41,1944.0,OUT046
FDK38,440.0,OUT019
FDU52,2528.0,OUT013
FDC40,1272.0,OUT046
NCR30,1256.0,OUT017
NCN18,1840.0,OUT017
FDB50,1376.0,OUT035
FDG04,3056.0,OUT013
FDR26,2952.0,OUT035
NCT17,2720.0,OUT018
FDX35,5120.0,OUT027
FDS12,1960.0,OUT046
NCZ29,3448.0,OUT027
FDB38,760.0,OUT010
FDP12,752.0,OUT013
FDP22,888.0,OUT046
FDS26,3880.0,OUT018
FDR52,3056.0,OUT046
DRJ13,2520.0,OUT046
FDU48,3576.0,OUT027
FDE29,1096.0,OUT035
NCT29,1992.0,OUT049
DRK37,2768.0,OUT018
FDK55,1400.0,OUT046
FDR07,1512.0,OUT046
FDO21,5104.0,OUT027
FDK46,4216.0,OUT049
FDB12,1648.0,OUT045
FDT31,4496.0,OUT027
FDJ33,1952.0,OUT045
FDC26,3224.0,OUT027
NCQ02,2880.0,OUT045
FDP08,1192.0,OUT010
FDB11,5056.0,OUT027
FDV55,2400.0,OUT013
FDW20,2072.0,OUT049
NCJ18,-72.0,OUT019
FDC41,984.0,OUT018
FDE14,3184.0,OUT027
FDG35,2944.0,OUT013
FDF45,1160.0,OUT035
FDS19,2816.0,OUT027
FDS58,720.0,OUT019
FDA26,3624.0,OUT017
FDM32,1544.0,OUT049
FDL45,1992.0,OUT046
FDZ55,2648.0,OUT049
FDY37,2424.0,OUT049
FDO46,3064.0,OUT046
FDQ60,1920.0,OUT046
FDA19,1856.0,OUT018
FDL15,2424.0,OUT046
FDM10,3144.0,OUT018
NCL05,784.0,OUT017
DRK49,-1184.0,OUT010
NCE18,5416.0,OUT027
FDG40,680.0,OUT049
DRI59,3432.0,OUT045
FDK28,4160.0,OUT035
NCD06,-1192.0,OUT019
FDO11,2120.0,OUT019
FDK27,1888.0,OUT046
FDT43,2336.0,OUT027
FDD38,1488.0,OUT018
FDA16,3592.0,OUT049
FDL14,4000.0,OUT027
NCM17,776.0,OUT049
FDD20,1928.0,OUT045
FDA40,1408.0,OUT045
FDL43,1192.0,OUT045
FDV15,1544.0,OUT045
FDE52,1488.0,OUT046
NCL17,328.0,OUT010
NCJ31,3624.0,OUT045
FDR60,1184.0,OUT045
NCA18,1936.0,OUT035
FDS21,2592.0,OUT027
FDW09,1472.0,OUT035
FDL26,2592.0,OUT035
FDS47,1200.0,OUT018
FDC39,3224.0,OUT046
FDT51,1984.0,OUT035
FDK40,4304.0,OUT035
NCG19,3584.0,OUT045
FDZ07,1040.0,OUT046
FDF08,2984.0,OUT027
FDO04,1000.0,OUT013
FDK41,1096.0,OUT018
FDP15,4136.0,OUT049
NCD43,1416.0,OUT018
NCP18,2392.0,OUT013
FDZ51,1536.0,OUT046
DRH13,1872.0,OUT035
FDF38,672.0,OUT045
NCI43,720.0,OUT045
FDM38,2432.0,OUT027
FDS03,1104.0,OUT013
DRJ47,2808.0,OUT017
FDT50,-304.0,OUT010
FDV02,2712.0,OUT046
NCG18,1728.0,OUT017
FDW52,2648.0,OUT046
FDS40,760.0,OUT035
FDN31,3112.0,OUT017
FDA37,1952.0,OUT045
FDA15,3920.0,OUT046
FDL39,2896.0,OUT046
FDJ53,1864.0,OUT045
FDX22,3456.0,OUT013
NCZ42,3664.0,OUT045
FDD56,4328.0,OUT027
FDD40,3224.0,OUT017
FDS50,3552.0,OUT013
NCN14,2936.0,OUT013
FDT15,3024.0,OUT013
NCS18,3176.0,OUT027
NCO26,-128.0,OUT010
FDF58,800.0,OUT018
NCB19,1400.0,OUT013
FDH26,2408.0,OUT017
DRB24,3920.0,OUT027
FDA49,1168.0,OUT018
FDB32,1472.0,OUT045
FDI36,3264.0,OUT017
NCA17,464.0,OUT010
FDH22,2040.0,OUT013
NCM26,2184.0,OUT018
FDT15,4448.0,OUT027
FDB16,1184.0,OUT018
NCP54,3416.0,OUT027
FDJ36,1744.0,OUT013
FDO28,1840.0,OUT045
FDU09,1008.0,OUT013
FDF29,2216.0,OUT017
FDY08,2320.0,OUT013
DRJ59,408.0,OUT018
FDT23,2832.0,OUT027
FDU15,488.0,OUT018
FDT47,1688.0,OUT013
FDI53,704.0,OUT019
FDR59,3960.0,OUT018
FDD53,824.0,OUT035
FDY51,3560.0,OUT017
FDT04,744.0,OUT049
FDU51,2952.0,OUT049
FDG14,2608.0,OUT035
NCU06,3528.0,OUT045
DRG25,2920.0,OUT046
DRH49,1496.0,OUT035
FDN15,2368.0,OUT035
FDL43,1016.0,OUT018
NCT18,2936.0,OUT049
NCB31,4112.0,OUT013
FDK57,2040.0,OUT035
FDY04,760.0,OUT019
NCP54,1880.0,OUT046
FDF41,3888.0,OUT013
FDM01,1616.0,OUT045
FDW03,1664.0,OUT045
FDF28,1952.0,OUT045
FDY37,2424.0,OUT017
FDQ03,3896.0,OUT017
FDP51,3456.0,OUT027
FDJ40,1936.0,OUT017
FDC32,1592.0,OUT049
DRI49,2776.0,OUT027
NCW54,960.0,OUT017
FDF09,736.0,OUT017
FDP45,3792.0,OUT018
DRJ23,2744.0,OUT018
FDS59,1928.0,OUT017
FDY08,2200.0,OUT046
FDX16,2456.0,OUT049
FDY16,2760.0,OUT018
FDK32,2632.0,OUT035
FDQ22,744.0,OUT013
NCC31,2216.0,OUT018
FDG58,2600.0,OUT049
DRF48,3064.0,OUT013
DRH36,1296.0,OUT049
NCR30,1320.0,OUT035
FDB03,1936.0,OUT019
FDZ28,3568.0,OUT027
FDR35,3240.0,OUT017
DRD15,5144.0,OUT027
FDJ33,128.0,OUT019
FDA56,40.0,OUT010
FDP56,768.0,OUT046
NCT30,712.0,OUT046
FDK15,1688.0,OUT017
FDH44,2184.0,OUT018
FDV01,2584.0,OUT013
DRG03,2504.0,OUT017
FDG50,2944.0,OUT027
FDR16,1536.0,OUT010
FDZ60,1688.0,OUT046
DRG03,2368.0,OUT045
FDS56,3992.0,OUT018
FDU33,704.0,OUT045
DRD27,1744.0,OUT035
FDW22,3560.0,OUT046
DRA24,2568.0,OUT045
FDF38,824.0,OUT049
FDX48,2576.0,OUT013
FDS58,2400.0,OUT018
FDC32,1456.0,OUT046
NCQ29,3992.0,OUT045
DRK39,1136.0,OUT018
NCS38,1872.0,OUT017
DRO47,1840.0,OUT013
DRG27,2184.0,OUT027
FDC57,4576.0,OUT027
FDS55,2296.0,OUT046
NCJ06,1648.0,OUT018
FDO01,256.0,OUT019
NCM55,2824.0,OUT045
FDC52,2600.0,OUT049
FDQ15,1264.0,OUT045
NCT30,2216.0,OUT027
NCR42,1992.0,OUT027
FDD28,1088.0,OUT035
FDQ34,1752.0,OUT049
FDZ12,3752.0,OUT027
DRE13,-504.0,OUT019
NCN07,192.0,OUT019
FDM28,3000.0,OUT035
FDI10,2864.0,OUT017
FDQ25,2832.0,OUT013
FDA38,1912.0,OUT010
DRI13,3528.0,OUT049
FDY20,2992.0,OUT027
NCZ53,3064.0,OUT035
NCM31,2304.0,OUT013
DRB01,3072.0,OUT017
DRF37,4104.0,OUT046
NCF42,2824.0,OUT049
FDF16,2128.0,OUT018
FDB41,912.0,OUT013
FDR34,3728.0,OUT013
FDR15,2304.0,OUT018
NCV42,-144.0,OUT019
FDW51,3528.0,OUT035
FDU36,1656.0,OUT017
FDX60,1416.0,OUT049
FDY03,1992.0,OUT035
FDW55,3920.0,OUT045
FDT01,1472.0,OUT010
FDG58,2576.0,OUT013
FDK21,4032.0,OUT017
NCS41,968.0,OUT019
FDS10,2816.0,OUT045
NCT53,2552.0,OUT046
FDJ28,2808.0,OUT018
FDX44,1344.0,OUT045
FDT20,424.0,OUT018
FDO44,1856.0,OUT017
NCX17,3752.0,OUT049
FDY01,1984.0,OUT017
FDJ12,4864.0,OUT027
DRK35,376.0,OUT018
FDD47,792.0,OUT019
NCM53,1800.0,OUT035
FDO45,1536.0,OUT013
NCM42,-184.0,OUT010
FDE04,2896.0,OUT046
NCI30,5352.0,OUT027
FDZ19,2816.0,OUT013
FDW57,2928.0,OUT013
FDA25,1768.0,OUT013
FDT22,920.0,OUT046
FDP51,2016.0,OUT013
FDD48,3352.0,OUT027
FDY39,3088.0,OUT035
FDO48,1680.0,OUT010
FDD23,4496.0,OUT027
DRN35,2104.0,OUT027
FDT01,3544.0,OUT035
FDC20,-984.0,OUT010
DRJ35,1160.0,OUT035
FDB32,1488.0,OUT046
FDL24,2784.0,OUT046
NCV42,1888.0,OUT035
FDZ46,1720.0,OUT046
FDC15,2512.0,OUT013
FDD08,-1248.0,OUT019
FDY50,1512.0,OUT049
FDD36,1984.0,OUT013
FDG57,2296.0,OUT027
FDL21,536.0,OUT018
FDN16,3184.0,OUT027
FDJ09,2272.0,OUT027
FDS01,968.0,OUT010
FDV33,4256.0,OUT017
DRE12,1912.0,OUT017
FDR07,1624.0,OUT013
FDP48,1064.0,OUT010
NCB55,1008.0,OUT035
FDQ08,1112.0,OUT013
FDR34,3848.0,OUT035
FDO33,1760.0,OUT046
FDP13,608.0,OUT045
FDX12,4008.0,OUT049
NCT06,2704.0,OUT049
FDR16,1504.0,OUT019
FDE36,2648.0,OUT046
FDZ36,3080.0,OUT049
FDV13,1424.0,OUT045
NCZ17,704.0,OUT035
FDU56,2864.0,OUT045
FDM09,2888.0,OUT035
FDV02,2824.0,OUT017
FDS34,1640.0,OUT018
FDA11,1640.0,OUT049
FDP09,3448.0,OUT017
FDB29,3392.0,OUT027
FDT19,2864.0,OUT017
DRH15,808.0,OUT017
FDY38,3704.0,OUT046
FDF14,3912.0,OUT027
FDN48,-408.0,OUT010
FDQ12,3712.0,OUT013
NCJ43,2632.0,OUT045
FDE17,608.0,OUT019
FDB05,4040.0,OUT035
FDH10,2976.0,OUT045
NCR06,752.0,OUT017
FDU32,1736.0,OUT018
FDD56,2888.0,OUT049
FDO36,2648.0,OUT018
FDH16,-424.0,OUT010
FDX10,416.0,OUT018
FDZ37,1592.0,OUT017
FDU31,1608.0,OUT010
DRC49,2336.0,OUT049
FDL15,2352.0,OUT045
FDN32,1040.0,OUT019
DRH59,2688.0,OUT027
NCU29,2400.0,OUT049
FDR37,1056.0,OUT019
FDS14,2272.0,OUT018
FDU02,5064.0,OUT027
FDJ08,3168.0,OUT035
NCZ06,3880.0,OUT045
FDO31,1480.0,OUT049
FDH31,1496.0,OUT018
FDS58,2696.0,OUT017
NCA53,2264.0,OUT027
FDF50,3088.0,OUT046
NCW42,3576.0,OUT049
NCQ17,2344.0,OUT045
FDK51,3960.0,OUT018
NCW41,584.0,OUT010
NCR29,952.0,OUT017
FDB08,664.0,OUT019
FDA40,2928.0,OUT027
FDL14,2336.0,OUT018
FDB47,3240.0,OUT046
FDO03,3808.0,OUT035
DRK13,1192.0,OUT019
FDX13,2016.0,OUT010
FDF52,2864.0,OUT046
FDT11,3104.0,OUT013
FDB08,2616.0,OUT013
FDQ28,2304.0,OUT018
FDD29,3920.0,OUT045
NCQ29,5544.0,OUT027
NCO02,1088.0,OUT013
FDR56,1240.0,OUT010
NCM54,2056.0,OUT049
FDP51,2048.0,OUT035
FDT38,1440.0,OUT013
FDZ20,3776.0,OUT018
FDJ53,1984.0,OUT013
FDX13,4024.0,OUT049
FDP58,3600.0,OUT035
NCK31,-1072.0,OUT019
FDA35,1808.0,OUT018
FDV37,2968.0,OUT018
NCO07,4824.0,OUT027
FDA20,2888.0,OUT045
FDZ59,2840.0,OUT035
NCY17,792.0,OUT017
FDQ28,2624.0,OUT035
FDV35,2528.0,OUT017
FDQ36,704.0,OUT013
FDD34,2376.0,OUT018
FDK51,4128.0,OUT045
FDV31,2904.0,OUT035
FDR04,1688.0,OUT035
FDR14,984.0,OUT049
DRC36,928.0,OUT010
FDE39,40.0,OUT019
FDP57,1784.0,OUT049
FDE57,2224.0,OUT046
NCN18,1704.0,OUT046
NCQ05,2136.0,OUT018
FDW47,2048.0,OUT035
FDV46,2352.0,OUT035
NCP29,896.0,OUT045
FDE09,1552.0,OUT018
NCU06,5064.0,OUT027
FDT19,872.0,OUT010
DRF15,2512.0,OUT017
DRI51,2768.0,OUT013
NCX54,1696.0,OUT013
DRE01,3832.0,OUT013
NCB07,2976.0,OUT045
FDU50,2016.0,OUT035
FDG40,720.0,OUT035
FDW10,2568.0,OUT018
FDX51,3200.0,OUT013
NCP17,952.0,OUT045
FDP21,3168.0,OUT035
FDL04,1600.0,OUT045
FDV23,2016.0,OUT013
FDF24,1352.0,OUT046
FDH56,3360.0,OUT027
FDB51,1112.0,OUT049
FDI58,3072.0,OUT027
FDR20,928.0,OUT013
FDC51,1816.0,OUT018
FDB16,2880.0,OUT027
FDE40,1144.0,OUT049
NCM17,816.0,OUT035
FDU56,3080.0,OUT035
FDS32,432.0,OUT019
FDX02,3640.0,OUT049
FDT39,3984.0,OUT027
FDE35,1096.0,OUT017
NCI42,1416.0,OUT019
DRL23,1672.0,OUT046
FDA10,1912.0,OUT046
FDA11,1600.0,OUT013
NCM06,2376.0,OUT046
NCT05,4160.0,OUT035
NCQ02,1040.0,OUT010
NCY06,2120.0,OUT049
FDY56,3736.0,OUT035
FDL02,1864.0,OUT035
NCI06,2912.0,OUT035
FDQ14,2304.0,OUT045
FDQ12,3696.0,OUT017
FDP36,864.0,OUT046
FDK21,5456.0,OUT027
FDO40,2288.0,OUT045
NCK54,-72.0,OUT019
FDY09,2592.0,OUT018
NCW30,4168.0,OUT049
NCC55,2056.0,OUT027
FDE58,1680.0,OUT018
FDR39,2992.0,OUT013
FDU28,3112.0,OUT049
FDH08,3696.0,OUT017
FDG35,2800.0,OUT045
FDG22,760.0,OUT049
FDC34,2648.0,OUT035
FDP15,3800.0,OUT018
FDK34,1896.0,OUT010
FDU45,2048.0,OUT035
FDQ04,2144.0,OUT027
FDX22,3152.0,OUT018
FDB45,1768.0,OUT017
NCH43,4856.0,OUT027
DRE60,3464.0,OUT046
FDD17,5216.0,OUT027
NCM54,2088.0,OUT017
NCH55,2064.0,OUT013
NCT06,2680.0,OUT017
FDA48,4976.0,OUT027
FDY58,5088.0,OUT027
FDO25,3240.0,OUT045
FDN50,1528.0,OUT045
FDH35,2760.0,OUT035
FDK09,3504.0,OUT045
FDO16,1408.0,OUT013
FDW11,968.0,OUT045
FDU47,3776.0,OUT027
NCQ42,128.0,OUT010
FDK55,2944.0,OUT027
FDN08,2008.0,OUT049
FDT57,3688.0,OUT045
FDJ12,3112.0,OUT018
DRL59,960.0,OUT017
NCN53,520.0,OUT046
FDO51,-1096.0,OUT010
FDK56,3064.0,OUT017
FDY12,1032.0,OUT035
FDU15,824.0,OUT035
FDQ19,3872.0,OUT046
DRF15,2376.0,OUT045
DRE25,-424.0,OUT019
FDK57,1680.0,OUT018
FDD33,1752.0,OUT010
FDR34,5168.0,OUT027
FDU04,1888.0,OUT045
FDE35,-824.0,OUT019
NCD31,2688.0,OUT035
FDJ56,1704.0,OUT035
NCU53,2536.0,OUT046
FDD39,3528.0,OUT035
NCU17,-288.0,OUT019
FDJ20,1984.0,OUT046
NCW41,2240.0,OUT018
FDL52,832.0,OUT035
FDS39,2392.0,OUT035
DRJ47,2680.0,OUT045
FDP13,-1208.0,OUT010
DRK39,-552.0,OUT010
FDF28,184.0,OUT010
FDB09,1928.0,OUT045
FDM51,1648.0,OUT046
DRM49,552.0,OUT018
DRF23,2824.0,OUT013
DRH01,2856.0,OUT035
FDH12,3192.0,OUT027
FDA28,168.0,OUT019
FDW37,1224.0,OUT018
FDF02,1624.0,OUT046
DRL37,696.0,OUT046
NCF43,2184.0,OUT046
FDH08,1712.0,OUT010
FDR34,1808.0,OUT019
NCK19,3128.0,OUT049
NCD55,456.0,OUT018
FDT27,3832.0,OUT049
FDQ57,2280.0,OUT045
FDA47,2760.0,OUT035
DRG15,2520.0,OUT027
FDE05,2160.0,OUT018
FDN46,1624.0,OUT046
FDX27,3040.0,OUT027
FDT51,1760.0,OUT045
FDU33,840.0,OUT013
FDJ16,2448.0,OUT027
FDD20,104.0,OUT019
FDT36,664.0,OUT049
DRF15,3912.0,OUT027
FDN52,-456.0,OUT010
FDC22,4552.0,OUT027
FDX15,2456.0,OUT045
FDT13,3040.0,OUT013
FDU04,2048.0,OUT017
FDU31,1592.0,OUT019
FDW59,2880.0,OUT027
NCO29,2552.0,OUT046
FDL15,2560.0,OUT035
FDI41,2472.0,OUT049
FDQ48,1752.0,OUT049
DRI39,960.0,OUT013
FDI08,4080.0,OUT013
FDC21,1928.0,OUT049
FDF58,1176.0,OUT035
FDS08,912.0,OUT010
FDE47,1904.0,OUT045
NCP18,504.0,OUT019
NCR41,1600.0,OUT013
FDA27,4144.0,OUT013
FDA43,3200.0,OUT035
FDA49,1328.0,OUT045
NCE55,2536.0,OUT018
DRM49,2280.0,OUT027
FDF22,4864.0,OUT027
FDQ15,1120.0,OUT018
NCS54,2832.0,OUT017
NCY05,640.0,OUT013
FDR45,3760.0,OUT046
FDK57,2040.0,OUT049
FDF41,1976.0,OUT010
FDV21,1944.0,OUT046
FDD51,720.0,OUT046
FDF33,1744.0,OUT046
FDA38,3736.0,OUT046
FDR56,3072.0,OUT045
NCN41,1992.0,OUT017
FDC60,2944.0,OUT027
FDB47,3200.0,OUT045
DRH01,2824.0,OUT013
FDW08,1640.0,OUT046
FDF38,2224.0,OUT027
FDY32,2648.0,OUT017
FDG34,1928.0,OUT049
FDG47,2216.0,OUT019
NCF18,3088.0,OUT035
FDL39,1032.0,OUT019
NCH55,2112.0,OUT035
DRJ35,1088.0,OUT049
FDS44,3936.0,OUT035
DRE01,3536.0,OUT018
FDY39,3040.0,OUT013
FDY32,2312.0,OUT018
FDR33,3272.0,OUT027
NCP50,1384.0,OUT049
FDZ47,1432.0,OUT018
FDU57,2568.0,OUT049
FDY44,3216.0,OUT013
DRH59,968.0,OUT018
FDB03,5312.0,OUT027
FDY46,2896.0,OUT045
FDM39,2728.0,OUT045
FDY36,1360.0,OUT035
NCM55,3008.0,OUT035
FDJ50,-1016.0,OUT010
DRL60,2456.0,OUT013
NCJ54,3720.0,OUT049
FDX59,664.0,OUT017
FDI07,3280.0,OUT013
DRF51,-1296.0,OUT010
FDM14,1864.0,OUT017
FDP21,2960.0,OUT045
FDE40,1216.0,OUT035
FDE05,2544.0,OUT035
FDM13,3600.0,OUT027
FDC34,4008.0,OUT027
NCI55,1712.0,OUT018
NCE43,2392.0,OUT018
FDW58,1512.0,OUT018
FDG60,3632.0,OUT045
FDV31,2872.0,OUT017
FDR47,3136.0,OUT013
FDM60,-1136.0,OUT019
NCF06,3808.0,OUT018
NCN26,3320.0,OUT027
FDQ59,1560.0,OUT049
FDF09,600.0,OUT046
NCS06,4224.0,OUT017
FDT44,1848.0,OUT046
FDI19,3952.0,OUT017
FDT22,1056.0,OUT017
NCF54,4152.0,OUT027
DRG25,2872.0,OUT045
FDB59,3232.0,OUT017
FDQ37,3160.0,OUT017
FDP56,928.0,OUT035
FDW44,2920.0,OUT035
FDJ26,1544.0,OUT010
FDU43,3584.0,OUT018
FDW33,1600.0,OUT045
NCX53,3736.0,OUT027
FDN56,448.0,OUT010
DRF15,2520.0,OUT049
FDO33,1920.0,OUT017
FDZ39,-152.0,OUT010
NCJ19,952.0,OUT017
FDU01,3136.0,OUT035
FDT12,3736.0,OUT035
NCM18,736.0,OUT018
FDP19,2128.0,OUT017
NCR42,616.0,OUT049
FDN10,1872.0,OUT046
FDG44,992.0,OUT017
FDQ10,2696.0,OUT046
DRH13,1784.0,OUT049
FDT52,3984.0,OUT013
FDM56,1696.0,OUT045
NCO43,-304.0,OUT010
NCV29,2912.0,OUT035
NCF06,4128.0,OUT013
FDO50,1616.0,OUT035
FDT59,3704.0,OUT013
FDX40,2096.0,OUT027
FDE50,3112.0,OUT017
FDX51,3272.0,OUT017
NCD30,1328.0,OUT018
FDK15,1664.0,OUT013
FDL12,968.0,OUT045
FDK46,4184.0,OUT017
DRH49,-568.0,OUT010
FDQ57,2328.0,OUT046
FDY59,1608.0,OUT017
FDO09,3944.0,OUT018
NCG30,2096.0,OUT035
FDM09,2808.0,OUT017
NCN17,3080.0,OUT027
NCS42,1464.0,OUT013
FDD02,8.0,OUT019
FDE34,2944.0,OUT013
FDU38,2960.0,OUT045
FDB33,2480.0,OUT046
NCJ29,1456.0,OUT017
FDZ27,952.0,OUT035
FDI40,1704.0,OUT013
FDG22,768.0,OUT013
FDT51,1928.0,OUT017
FDF20,2920.0,OUT018
FDV50,2080.0,OUT035
FDT02,728.0,OUT049
DRC49,2376.0,OUT017
FDF26,2568.0,OUT049
FDV52,2080.0,OUT035
FDX59,696.0,OUT049
FDV25,3640.0,OUT035
FDW23,2128.0,OUT027
FDE53,1504.0,OUT018
FDA19,2168.0,OUT017
FDH22,1960.0,OUT046
NCO41,1608.0,OUT013
FDX12,3984.0,OUT017
FDF17,3176.0,OUT013
FDS11,3488.0,OUT045
FDR51,2552.0,OUT035
FDT49,-232.0,OUT010
FDC56,1968.0,OUT013
FDR13,3416.0,OUT027
FDQ60,2096.0,OUT035
FDN38,4056.0,OUT049
NCL29,2504.0,OUT013
FDO13,4088.0,OUT027
FDE26,2048.0,OUT018
FDA31,808.0,OUT010
FDX14,1352.0,OUT035
FDA34,2704.0,OUT045
FDF26,2552.0,OUT013
FDE38,2568.0,OUT045
DRI11,1784.0,OUT046
FDQ60,3424.0,OUT027
FDL21,2224.0,OUT027
DRC12,4536.0,OUT027
FDC47,3552.0,OUT046
FDE57,2160.0,OUT045
FDT14,1880.0,OUT045
NCZ53,2936.0,OUT046
FDE28,3448.0,OUT018
FDR19,2456.0,OUT035
NCF54,824.0,OUT019
FDZ08,1336.0,OUT046
NCJ05,2192.0,OUT018
FDF59,1992.0,OUT046
NCO05,1704.0,OUT035
FDW24,592.0,OUT018
NCX42,2376.0,OUT018
NCA53,912.0,OUT035
FDI45,920.0,OUT019
FDG46,1840.0,OUT046
FDM20,1960.0,OUT010
FDW11,-888.0,OUT010
FDX08,2976.0,OUT035
NCK17,784.0,OUT035
FDK32,2248.0,OUT018
NCA42,2640.0,OUT035
DRI01,2848.0,OUT035
NCL55,4056.0,OUT049
DRE25,1280.0,OUT018
FDD14,2968.0,OUT017
FDB10,3688.0,OUT046
DRN11,2400.0,OUT035
FDP38,616.0,OUT018
NCA30,3024.0,OUT017
FDT15,3072.0,OUT017
NCP55,696.0,OUT018
FDF12,2488.0,OUT035
FDM21,3816.0,OUT018
FDX56,3448.0,OUT035
FDF10,2448.0,OUT017
FDT32,2984.0,OUT045
FDM51,1472.0,OUT018
NCR50,2200.0,OUT018
FDI19,3928.0,OUT049
FDX21,1808.0,OUT017
FDR31,2496.0,OUT035
FDY02,4224.0,OUT013
NCA29,2600.0,OUT045
NCX17,3576.0,OUT046
FDM12,2992.0,OUT045
FDI53,4080.0,OUT027
NCU30,2664.0,OUT049
FDC56,3400.0,OUT027
FDK27,1752.0,OUT018
NCK18,2704.0,OUT017
FDB52,2184.0,OUT019
DRG25,4472.0,OUT027
FDZ13,984.0,OUT049
FDB57,1720.0,OUT019
FDR40,1384.0,OUT046
NCO14,-1184.0,OUT019
NCN19,2920.0,OUT045
FDQ28,632.0,OUT019
FDO13,2384.0,OUT018
FDK48,1328.0,OUT013
FDU07,2192.0,OUT018
FDW20,1960.0,OUT046
FDV12,-248.0,OUT010
FDH24,2592.0,OUT013
FDV59,3528.0,OUT049
FDK57,1848.0,OUT045
FDL16,2208.0,OUT027
NCQ17,2376.0,OUT046
FDJ15,2768.0,OUT018
FDX24,1624.0,OUT049
FDT47,1584.0,OUT046
FDT10,1160.0,OUT049
FDZ37,1264.0,OUT018
FDW43,5184.0,OUT027
DRN36,1632.0,OUT017
FDJ14,1296.0,OUT045
FDA32,3504.0,OUT013
FDJ38,1192.0,OUT019
FDQ57,2432.0,OUT017
NCQ41,1112.0,OUT019
FDG56,1144.0,OUT049
DRC13,3536.0,OUT027
FDV55,2440.0,OUT035
FDQ49,2496.0,OUT045
FDE29,-952.0,OUT010
FDR03,3392.0,OUT013
FDD45,1576.0,OUT049
FDN38,2072.0,OUT010
FDT56,968.0,OUT046
FDT48,3104.0,OUT045
FDU03,3016.0,OUT049
FDC56,-32.0,OUT010
NCO43,3032.0,OUT027
FDQ27,1784.0,OUT017
FDR03,3312.0,OUT046
DRH23,-1064.0,OUT010
FDG22,640.0,OUT045
NCJ42,1704.0,OUT013
FDR24,1488.0,OUT046
FDW60,2992.0,OUT035
FDJ08,3056.0,OUT013
DRL59,640.0,OUT018
FDG60,1776.0,OUT010
FDW27,2600.0,OUT017
FDX14,1016.0,OUT018
FDC20,992.0,OUT013
NCS29,3872.0,OUT018
FDJ56,1544.0,OUT046
FDB20,-648.0,OUT019
FDL28,5168.0,OUT027
FDW01,2184.0,OUT018
FDL03,3176.0,OUT046
FDX22,3464.0,OUT049
FDJ21,2504.0,OUT035
FDR31,2320.0,OUT045
FDG21,2584.0,OUT035
FDS22,2280.0,OUT027
FDK08,1768.0,OUT035
FDE17,2256.0,OUT018
NCN30,1600.0,OUT017
FDT50,1576.0,OUT046
NCX42,2656.0,OUT049
FDJ12,3480.0,OUT035
NCA18,3320.0,OUT027
FDP23,1552.0,OUT019
FDX12,3952.0,OUT013
FDN40,2200.0,OUT018
FDV48,1456.0,OUT035
NCY54,2712.0,OUT013
FDL16,-1192.0,OUT010
FDR45,3568.0,OUT018
